str_yes|是 。 
str_multi_game_type_descs_end|^^^特 殊 技 能 ^^-旗 帜 ： 提 升 附 近 队 友 士 气 10%^^-牧 师 ： 治 疗 附 近 队 友 ^^-号 角 （ 攻 击 键 ） ： 远 程 治 疗 并 鼓 舞 队 友 ^^-狂 暴 （ 按 键 B） ： 短 暂 提 升 近 战 能 力 ^^-盾 嘲 （ RMB+按 键 Q） ： 向 敌 人 展 示 蔑 视 ^^
str_poll_kick_player_s1_by_s0|{s0}发 起 投 票 踢 出 玩 家 {s1}。 
str_poll_ban_player_s1_by_s0|{s0}发 起 投 票 封 禁 玩 家 {s1}。 
str_poll_change_map_to_s1_by_s0|{s0}发 起 投 票 将 地 图 更 换 为 {s1}。 
str_poll_change_map_to_s1_and_factions_to_s2_and_s3_by_s0|{s0}发 起 投 票 将 地 图 更 换 为 {s1}， 并 将 阵 营 更 换 为 {s2}和 {s3}。 
str_poll_change_number_of_bots_to_reg0_and_reg1_by_s0|{s0}发 起 投 票 将 双 方 AI 数 量 分 别 设 为 {reg0}和 {reg1}。 
str_poll_kick_player|踢 出 玩 家 {s0}的 投 票 ： 1=赞 成 ， 2=反 对 
str_poll_ban_player|封 禁 玩 家 {s0}的 投 票 ： 1=赞 成 ， 2=反 对 
str_poll_change_map|切 换 地 图 为 {s0}的 投 票 ： 1=赞 成 ， 2=反 对 
str_poll_change_map_with_faction|切 换 地 图 为 {s0}并 将 阵 营 设 为 {s1}对 {s2}的 投 票 ： 1=赞 成 ， 2=反 对 
str_poll_change_number_of_bots|设 定 {s0}方 AI 为 {reg0}人 、 {s1}方 AI 为 {reg1}人 的 投 票 ： 1=赞 成 ， 2=反 对 
str_poll_time_left|（ 剩 余 {reg0}秒 ） 
str_poll_result_yes|投 票 获 多 数 通 过 。 
str_poll_result_no|投 票 被 多 数 否 决 。 
str_total_item_cost_reg0|装 备 总 值 ： {reg0}
str_server_name|服 务 器 名 ： 
str_game_password|进 入 密 码 ： 
str_map|地 图 ： 
str_game_type|游 戏 模 式 ： 
str_max_number_of_players|最 大 玩 家 数 ： 
str_number_of_bots_in_team_reg1|{reg1}队 中 虚 拟 人 数 ： 
str_team_reg1_faction|{reg1}队 所 属 国 家 ： 
str_enable_valve_anti_cheat|允 许 Valve 反 作 弊 （ 需 有 效 Steam 账 号 ） 
str_allow_friendly_fire|允 许 远 程 队 友 伤 害 
str_allow_melee_friendly_fire|允 许 近 战 队 友 伤 害 
str_friendly_fire_damage_self_ratio|队 友 伤 害 到 自 己 （ %） ： 
str_friendly_fire_damage_friend_ratio|队 友 伤 害 到 队 友 （ %） ： 
str_spectator_camera|旁 观 者 视 角 ： 
str_control_block_direction|格 挡 方 向 控 制 ： 
str_map_time_limit|地 图 时 间 限 制 （ 分 钟 ） ： 
str_round_time_limit|回 合 时 间 限 制 （ 秒 ） ： 
str_players_take_control_of_a_bot_after_death|玩 家 死 亡 后 切 换 为 虚 拟 人 ： 
str_team_points_limit|队 伍 分 数 限 制 ： 
str_point_gained_from_flags|夺 旗 奖 励 队 伍 分 数 （ 百 分 比 ） ： 
str_point_gained_from_capturing_flag|夺 旗 得 分 ： 
str_respawn_period|重 生 间 隔 （ 秒 ） ： 
str_add_to_official_game_servers_list|加 入 官 方 服 务 器 列 表 
str_combat_speed|战 斗 速 度 ： 
str_combat_speed_0|最 慢 
str_combat_speed_1|稍 慢 
str_combat_speed_2|正 常 
str_combat_speed_3|稍 快 
str_combat_speed_4|最 快 
str_off|关 闭 
str_on|开 
str_defender_spawn_count_limit|防 守 方 重 生 次 数 ： 
str_unlimited|无 限 制 
str_automatic|自 动 
str_by_mouse_movement|鼠 标 控 制 
str_free|自 由 
str_stick_to_any_player|锁 定 任 一 玩 家 
str_stick_to_team_members|锁 定 队 友 
str_stick_to_team_members_view|锁 定 队 友 视 角 
str_make_factions_voteable|允 许 投 票 更 换 阵 营 
str_make_kick_voteable|允 许 投 票 踢 出 玩 家 
str_make_ban_voteable|允 许 投 票 封 禁 玩 家 
str_bots_upper_limit_for_votes|投 票 所 需 虚 拟 人 数 量 上 限 ： 
str_make_maps_voteable|允 许 投 票 更 换 地 图 
str_valid_vote_ratio|投 票 通 过 阈 值 （ %） ： 
str_auto_team_balance_limit|自 动 平 衡 队 伍 阈 值 （ 人 数 差 ） ： 
str_welcome_message|欢 迎 信 息 ： 
str_initial_gold_multiplier|初 始 银 币 （ %） ： 
str_battle_earnings_multiplier|战 斗 银 币 奖 励 （ %） ： 
str_round_earnings_multiplier|回 合 银 币 奖 励 （ %） ： 
str_allow_player_banners|允 许 个 人 旗 帜 
str_force_default_armor|强 制 最 低 护 甲 
str_respawning_in_reg0_seconds|{reg0}秒 后 复 活 … … 
str_no_more_respawns_remained_this_round|本 回 合 已 无 剩 余 生 命 
str_reg0_respawns_remained|（ 剩 余 {reg0}条 生 命 ） 
str_this_is_your_last_respawn|（ 这 是 你 最 后 一 条 生 命 ） 
str_wait_next_round|（ 等 待 下 一 回 合 ） 
str_yes_wo_dot|是 
str_no_wo_dot|否 
str_we_resign|我 们 已 无 力 再 战 ， 向 你 投 降 ， {playername}。 
str_i_resign|我 今 天 还 不 想 死 。 我 投 降 。 
str_s1_returned_flag|{s1}已 将 旗 帜 送 回 己 方 基 地 ！ 
str_s1_auto_returned_flag|{s1}的 旗 帜 自 动 返 回 了 己 方 基 地 ！ 
str_s1_captured_flag|{s1}夺 取 了 敌 军 旗 帜 ！ 
str_s1_taken_flag|{s1}抢 到 了 敌 军 旗 帜 ！ 
str_s1_neutralized_flag_reg0|{s1}已 中 立 化 旗 帜 {reg0}。 
str_s1_captured_flag_reg0|{s1}占 领 了 旗 帜 {reg0}！ 
str_s1_pulling_flag_reg0|{s1}开 始 在 {reg0}旗 区 升 旗 。 
str_s1_destroyed_target_0|{s1}摧 毁 了 目 标 A！ 
str_s1_destroyed_target_1|{s1}摧 毁 了 目 标 B！ 
str_s1_destroyed_catapult|{s1}摧 毁 了 投 石 机 ！ 
str_s1_destroyed_trebuchet|{s1}摧 毁 了 投 石 车 ！ 
str_s1_destroyed_all_targets|{s1}摧 毁 了 所 有 目 标 ！ 
str_s1_saved_1_target|{s1}保 住 了 一 个 目 标 。 
str_s1_saved_2_targets|{s1}守 住 了 所 有 目 标 ！ 
str_s1_defended_castle|{s1}守 住 了 城 堡 ！ 
str_s1_captured_castle|{s1}占 领 了 城 堡 ！ 
str_auto_team_balance_in_20_seconds|20 秒 内 将 自 动 平 衡 双 方 。 
str_auto_team_balance_next_round|下 回 合 将 自 动 平 衡 双 方 。 
str_auto_team_balance_done|双 方 已 自 动 平 衡 。 
str_s1_won_round|{s1}队 赢 得 此 回 合 ！ 
str_round_draw|时 间 到 ， 平 局 。 
str_round_draw_no_one_remained|无 人 幸 存 ， 平 局 。 
str_death_mode_started|快 ！ 成 为 战 场 主 宰 ！ 
str_reset_to_default|重 置 为 默 认 
str_player_name|玩 家 名 称 
str_kills|击 杀 
str_deaths|死 亡 
str_ping|延 迟 
str_dead|死 亡 
str_reg0_dead|{reg0}人 死 亡 
str_bots_reg0_agents|虚 拟 人 （ {reg0}人 ） 
str_bot_1_agent|虚 拟 人 （ 1 人 ） 
str_score_reg0|得 分 ： {reg0}
str_flags_reg0|（ 旗 帜 ： {reg0}） 
str_reg0_players|（ {reg0}玩 家 ） 
str_reg0_player|（ {reg0}玩 家 ） 
str_open_gate|打 开 栅 门 
str_close_gate|关 闭 栅 门 
str_open_door|打 开 门 
str_close_door|关 门 
str_raise_ladder|架 梯 
str_drop_ladder|拆 梯 
str_cancel|取 消 
str_continue|继 续 
str_done|完 成 
str_back|继 续 旅 程 。 
str_start_map|开 始 地 图 
str_choose_an_option|选 项 ： 
str_choose_a_poll_type|投 票 类 型 ： 
str_choose_faction|选 择 国 家 
str_choose_a_faction|选 择 国 家 ： 
str_choose_troop|选 择 兵 种 
str_choose_a_troop|选 择 兵 种 等 级 ： 
str_choose_items|选 择 装 备 
str_options|选 项 
str_redefine_keys|重 新 定 义 键 值 
str_submit_a_poll|发 起 投 票 
str_administrator_panel|管 理 员 界 面 
str_kick_player|踢 出 玩 家 
str_ban_player|禁 止 玩 家 
str_mute_player|沉 默 玩 家 
str_unmute_player|取 消 沉 默 玩 家 
str_quit|退 出 
str_poll_for_changing_the_map|改 换 地 图 
str_poll_for_changing_the_map_and_factions|改 换 地 图 和 国 家 
str_poll_for_changing_number_of_bots|改 变 虚 拟 人 数 量 
str_poll_for_kicking_a_player|踢 出 玩 家 
str_poll_for_banning_a_player|禁 止 玩 家 
str_choose_a_player|选 择 一 个 玩 家 ： 
str_choose_a_map|选 择 一 个 地 图 ： 
str_choose_a_faction_for_team_reg0|给 组 队 {reg0}选 择 一 个 国 家 ： 
str_choose_number_of_bots_for_team_reg0|给 组 队 {reg0}选 择 虚 拟 人 数 量 ： 
str_spectator|旁 观 者 
str_spectators|旁 观 者 
str_score|得 分 
str_command|命 令 ： 
str_profile_banner_selection_text|给 你 的 角 色 选 定 一 面 旗 帜 
str_use_default_banner|使 用 国 家 默 认 旗 帜 
str_party_morale_is_low|一 些 部 队 士 气 低 下 ！ 
str_weekly_report|报 告 
str_has_deserted_the_party|逃 离 了 队 伍 。 
str_have_deserted_the_party|逃 离 了 队 伍 。 
str_us_|我 军 
str_allies_|友 军 
str_enemies_|敌 人 
str_routed|逃 亡 
str_weekly_budget|周 预 算 
str_income_from_s0|{s0}收 入 ： 
str_mercenary_payment_from_s0|{s0}的 雇 佣 薪 酬 是 ： 
str_s0s_party|{s0}的 部 队 
str_loss_due_to_tax_inefficiency|税 收 无 效 损 失 ： 
str_wages_for_s0|{s0}工 资 ： 
str_earlier_debts|先 前 欠 债 ： 
str_net_change|净 收 支 ： 
str_earlier_wealth|先 前 财 产 ： 
str_new_wealth|新 财 产 ： 
str_new_debts|新 债 务 ： 
str_team_reg0_bot_count_is_reg1|{reg0}队 的 虚 拟 人 数 量 是 {reg1}。 
str_maximum_seconds_for_round_is_reg0|每 轮 最 长 {reg0}秒 。 
str_respawn_period_is_reg0_seconds|复 活 间 隔 为 {reg0}秒 。 
str_bots_upper_limit_for_votes_is_reg0|投 票 可 设 虚 拟 人 上 限 {reg0}。 
str_map_is_voteable|地 图 可 投 票 。 
str_map_is_not_voteable|地 图 不 可 投 票 。 
str_factions_are_voteable|阵 营 可 投 票 。 
str_factions_are_not_voteable|阵 营 不 可 投 票 。 
str_players_respawn_as_bot|玩 家 以 虚 拟 人 身 份 重 生 。 
str_players_do_not_respawn_as_bot|玩 家 不 以 虚 拟 人 身 份 重 生 。 
str_kicking_a_player_is_voteable|可 投 票 踢 出 玩 家 。 
str_kicking_a_player_is_not_voteable|不 可 投 票 踢 出 玩 家 。 
str_banning_a_player_is_voteable|可 投 票 封 禁 玩 家 。 
str_banning_a_player_is_not_voteable|不 可 投 票 封 禁 玩 家 。 
str_player_banners_are_allowed|允 许 玩 家 使 用 旗 帜 。 
str_player_banners_are_not_allowed|禁 止 玩 家 使 用 旗 帜 。 
str_default_armor_is_forced|强 制 使 用 默 认 防 具 。 
str_default_armor_is_not_forced|不 强 制 使 用 默 认 防 具 。 
str_percentage_of_yes_votes_required_for_a_poll_to_get_accepted_is_reg0|决 议 通 过 需 赞 成 票 {reg0}%。 
str_auto_team_balance_threshold_is_reg0|自 动 平 衡 临 界 值 为 {reg0}。 
str_starting_gold_ratio_is_reg0|起 始 金 钱 比 率 为 {reg0}%。 
str_combat_gold_bonus_ratio_is_reg0|战 斗 银 币 奖 励 倍 率 为 {reg0}%。 
str_round_gold_bonus_ratio_is_reg0|回 合 银 币 奖 励 倍 率 为 {reg0}%。 
str_point_gained_from_flags_is_reg0|夺 旗 所 得 队 伍 积 分 为 {reg0}%。 
str_point_gained_from_capturing_flag_is_reg0|占 领 旗 帜 所 得 积 分 为 {reg0}%。 
str_map_time_limit_is_reg0|地 图 时 间 限 制 为 {reg0}分 钟 。 
str_team_points_limit_is_reg0|队 伍 积 分 上 限 为 {reg0}。 
str_defender_spawn_count_limit_is_s1|防 守 方 重 生 次 数 为 {s1}。 
str_system_error|系 统 错 误 ！ 
str_prisoner_granted_parole|俘 虏 获 准 假 释 
str_prisoner_not_offered_parole|俘 虏 未 获 假 释 
str__age_reg1|^年 龄 ： {reg1}
str__family_|^家 族 ： 
str_s49_s12_s11_end|{s49} {s12} （ {s11}） 。 
str_s49_s12_s11_rel_reg0|{s49} {s12} （ {s11}， 关 系 ： {reg0}） ， 
str_s49_s12_s11|{s49} {s12} （ {s11}） ， 
str_lord_info_string|{reg6?:{reg4?{s54}是 {s56}的 统 治 者 。 ^:{s54}是 {s56}的 {s55}的 封 臣 。 ^}}声 望 ： {reg5}。 争 议 ： {reg15}。 ^宗 教 ： {s29}^{reg9?{reg3?她 :他 }是 {s58}的 {reg3?女 领 主 :领 主 }。 :{reg3?她 :他 }没 有 领 地 。 }{s59}^{s49}^关 系 ： {reg0}
str_foreign_relations__|外 交 关 系 ： ^
str_s21__the_s5_is_at_war_with_the_s14|{s21}^^*与 {s14}处 于 战 争 状 态 。 
str_s21_the_s5_has_had_the_upper_hand_in_the_fighting|{s21}{s5}在 战 斗 中 占 据 上 风 。 
str_s21_the_s5_has_gotten_the_worst_of_the_fighting|{s21}{s5}在 战 斗 中 处 于 劣 势 。 
str_s21_the_fighting_has_gone_on_for_some_time_and_the_war_may_end_soon_with_a_truce|{s21}战 争 已 经 持 续 了 很 长 时 间 ， 这 场 战 争 可 能 很 快 将 以 一 纸 休 战 条 约 作 为 结 束 。 
str_s21_the_fighting_has_begun_relatively_recently_and_the_war_may_continue_for_some_time|{s21}战 争 只 是 刚 刚 开 始 ， 这 场 战 争 应 该 还 会 持 续 一 段 时 间 。 
str__however_the_truce_is_no_longer_binding_on_the_s14|然 而 ， 和 约 并 不 能 束 缚 {s14}
str_s21__the_s5_is_bound_by_truce_not_to_attack_the_s14s18_the_truce_will_expire_in_reg1_days|{s21}^^*受 到 休 战 条 约 的 约 束 而 不 能 攻 击 {s14}， {s18}条 约 会 在 {reg1}天 后 失 效 。 
str_s21__the_s5_is_bound_by_alliance_not_to_attack_the_s14s18_the_alliance_will_expire_in_reg1_days|{s21}^^*{s5}与 {s14}达 成 了 同 盟 协 议 。 {s18}同 盟 会 在 {reg1}天 后 解 散 。 
str_alliance_durantion_days_expire|{s21}^^*{s5}与 {s14}达 成 了 正 式 同 盟 协 议 。 {s18}同 盟 会 在 {reg1}天 后 解 散 。 
str_s21_the_s14_was_recently_provoked_by_subjects_of_the_s5_and_there_is_a_risk_of_war_|{s21}^^*{s14}近 期 遭 到 了 {s5}的 挑 衅 ， 很 可 能 将 会 爆 发 一 场 战 争 。 ^
str_the_s5_is_ruled_by_s6_it_occupies_s8_its_vassals_are_s10__s21|{s5}受 {s6}的 统 治 。 ^^它 占 据 着 ： ^{s8}。 ^^它 的 领 主 有 ： ^{s10}。 ^^{s21}
str_reg4_killed_reg5_wounded_reg6_routed|{reg4}死 亡 或 重 伤 ， {reg5}受 了 轻 伤 ， {reg6}逃 跑 了 。 
str_reg4_killed_reg5_routed|{reg4}死 亡 或 重 伤 ， {reg5}逃 跑 了 。 
str_reg4_killed_reg5_wounded|{reg4}死 亡 或 重 伤 ， {reg5}受 了 轻 伤 。 
str_reg4_wounded_reg5_routed|{reg4}受 了 轻 伤 ， {reg5}逃 跑 了 。 
str_s4_awarded_to_s5|{s4}奖 励 给 {s5}
str_calculating_sortie_for_s4_strength_of_reg3_vs_reg4_enemies|预 计 {s4}突 围 ， {reg3}兵 力 对 抗 {reg4}敌 军 
str_current_wealth_reg1_taxes_last_collected_from_s4|当 前 财 富 ： {reg1}先 令 。 最 后 一 次 税 收 于 {s4}
str_no_relation|无 关 系 
str_wife|妻 子 
str_husband|丈 夫 
str_father|父 亲 
str_mother|母 亲 
str_daughter|女 儿 
str_son|儿 子 
str_sister|姐 妹 
str_brother|兄 弟 
str_niece|侄 女 
str_nephew|侄 子 
str_aunt|阿 姨 
str_uncle|叔 叔 
str_cousin|同 辈 
str_daughterinlaw|儿 媳 
str_soninlaw|女 婿 
str_motherinlaw|岳 母 
str_fatherinlaw|岳 父 
str_sisterinlaw|妯 娌 
str_brotherinlaw|连 襟 
str_print_party_members_entered|列 出 加 入 的 队 伍 成 员 
str_num_companion_stacks_=_reg10|部 队 兵 种 数 = {reg10}
str_someone|某 个 人 
str_i_take_what_work_i_can_sirmadame_i_carry_water_or_help_the_merchants_with_their_loads_or_help_build_things_if_theres_things_to_be_built|我 可 以 做 力 所 能 及 的 事 情 ， {reg59?女 士 :先 生 }。 我 能 搬 水 ， 或 者 帮 商 人 照 看 他 们 的 船 ， 有 必 要 的 话 ， 我 还 能 帮 他 们 盖 房 子 。 
str_im_not_doing_anything_sirmadame_theres_no_work_to_be_had_around_here_these_days|我 现 在 没 啥 事 儿 干 ， {reg59?女 士 :先 生 }。 最 近 几 天 这 附 近 都 没 啥 活 可 干 的 。 
str_im_not_doing_anything_sirmadame_i_have_no_land_of_my_own_and_theres_no_work_to_be_had_around_here_these_days|我 现 在 啥 也 没 干 ， {reg59?女 士 :先 生 }。 我 自 己 没 地 ， 这 几 天 附 近 也 找 不 到 活 干 。 
str_why_im_still_living_off_of_your_kindness_and_goodness_sirmadame_hopefully_there_will_be_work_shortly|我 还 得 靠 您 的 善 心 度 日 ， {reg59?女 士 :先 生 }。 但 愿 很 快 就 能 有 活 干 。 
str_i_work_in_the_fields_just_outside_the_walls_where_they_grow_grain_we_dont_quite_grow_enough_to_meet_our_needs_though_and_have_to_import_grain_from_the_surrounding_countryside|我 在 城 墙 外 的 田 里 干 活 ， 种 麦 子 。 可 收 成 总 不 够 吃 ， 还 得 从 周 围 乡 村 买 粮 。 
str_i_work_mostly_in_the_fields_growing_grain_in_the_town_they_grind_it_to_make_bread_or_ale_and_we_can_also_boil_it_as_a_porridge|我 主 要 在 田 里 种 麦 子 。 镇 上 把 麦 子 磨 成 粉 做 面 包 或 麦 酒 ， 也 能 煮 成 粥 。 
str_i_work_in_the_breweries_making_ale_the_poor_folk_drink_a_lot_of_it_as_its_cheaper_than_wine_we_make_it_with_grain_brought_in_from_the_countryside|我 在 酿 酒 坊 做 麦 酒 。 穷 人 喝 得 多 ， 它 比 蜂 蜜 酒 便 宜 。 用 的 麦 子 都 从 乡 下 运 来 。 
str_i_work_in_a_mill_grinding_flour_to_make_bread_bread_is_cheap_keeps_well_and_fills_the_stomach|我 在 磨 坊 磨 面 粉 做 面 包 。 面 包 便 宜 、 耐 放 ， 还 能 填 饱 肚 子 。 
str_i_tend_cattle_we_dry_and_salt_meat_to_preserve_it_and_make_cheese_from_the_milk|我 养 牛 。 我 们 把 肉 风 干 腌 好 ， 把 牛 皮 送 到 镇 上 做 皮 革 ， 还 用 牛 奶 做 奶 酪 。 
str_i_tend_cattle_we_dry_and_salt_meat_to_preserve_it_and_make_cheese_from_the_milk_so_it_doesnt_spoil|我 养 牛 。 我 们 把 肉 风 干 腌 好 ， 把 牛 皮 送 到 镇 上 做 皮 革 ， 还 用 牛 奶 做 奶 酪 。 
str_i_tend_sheep_we_send_the_wool_to_the_cities_to_be_woven_into_cloth_and_make_mutton_sausage_when_we_cull_the_herds|我 养 牛 。 我 们 把 肉 风 干 腌 好 ， 把 牛 皮 送 到 镇 上 做 皮 革 ， 还 用 牛 奶 做 奶 酪 。 
str_i_work_at_a_loom_spinning_cloth_from_wool_wool_is_some_of_the_cheapest_cloth_you_can_buy_but_it_will_still_keep_you_warm|我 养 羊 。 羊 毛 送 到 城 里 织 布 ， 宰 羊 时 把 羊 肉 灌 成 香 肠 。 
str_i_crew_a_fishing_boat_we_salt_and_smoke_the_flesh_to_sell_it_far_inland|我 在 织 布 机 前 纺 羊 毛 。 羊 毛 布 是 最 便 宜 的 衣 料 之 一 ， 可 一 样 保 暖 。 
str_i_sift_salt_from_a_nearby_flat_they_need_salt_everywhere_to_preserve_meat_and_fish|我 在 渔 船 上 当 水 手 。 我 们 把 鱼 肉 腌 了 熏 了 ， 卖 到 遥 远 的 内 陆 。 
str_i_mine_iron_from_a_vein_in_a_nearby_cliffside_they_use_it_to_make_tools_arms_and_other_goods|我 在 附 近 的 盐 滩 筛 盐 。 到 处 都 要 盐 ， 用 来 腌 肉 腌 鱼 。 
str_i_make_pottery_which_people_use_to_store_grain_and_carry_water|我 在 附 近 悬 崖 的 矿 脉 里 挖 铁 。 铁 用 来 做 工 具 、 武 器 和 其 他 东 西 。 
str_trade_explanation_tools|我 做 陶 器 ， 大 家 用 来 存 粮 、 运 水 。 
str_trade_explanation_tar|我 在 铁 匠 铺 干 活 ， {reg59?女 士 :先 生 }， 打 各 种 铁 器 — — 刀 、 斧 、 锅 、 犁 头 、 镰 刀 、 锤 子 、 铁 砧 、 钳 子 、 锛 子 、 锯 子 、 钉 子 、 马 蹄 铁 、 火 镰 、 火 盆 ， 当 然 也 给 各 位 大 人 打 造 武 器 盔 甲 。 
str_trade_explanation_linen|我 在 焦 油 窑 干 活 ， 用 乡 下 运 来 的 松 木 炼 焦 油 。 只 要 您 买 得 起 ， 焦 油 百 样 用 — — 给 船 帆 防 水 、 保 护 皮 革 都 行 。 
str_trade_explanation_silver|我 织 亚 麻 布 ， 用 周 围 乡 村 的 亚 麻 。 {reg59?女 士 :先 生 }， 这 布 轻 而 结 实 ， 适 合 做 夏 衣 、 船 帆 等 。 
str_trade_explanation_mead|我 在 镇 上 的 银 匠 铺 精 工 细 作 ， 打 造 我 们 闻 名 的 首 饰 。 用 的 是 德 国 哈 尔 茨 山 银 矿 运 来 的 贵 银 ， 做 成 全 国 最 精 致 昂 贵 的 饰 品 。 
str_trade_explanation_apples|我 在 蜜 酒 厂 干 活 ， 把 蜂 巢 里 收 的 蜜 倒 进 桶 里 ， 兑 清 水 发 酵 。 蜜 酒 比 葡 萄 酒 便 宜 ， 比 麦 酒 有 名 ， 办 宴 席 少 不 了 。 
