qstr_Breaking_camp...|终止宿营。
qstr_Occupation:_Trainer^|职业：教官^起始费用：450^每周开销：45^备注：训练你的士兵。
qstr_Name:_Ulfberht.|名字：尤福贝特。
qstr_Occupation:_This_smi|职业：这名铁匠已为你所用。
qstr_Occupation:_Smith^In|职业：铁匠^起始费用：400^每周开销：40^备注：为你的庇护所锻造新武器。
qstr_Name:_The_Hungry_Ham|名字：饿锤。
qstr_Occupation:_This_arm|职业：这名甲胄师已为你所用。
qstr_Occupation:_Armorer^|职业：甲胄师^起始费用：400^每周开销：40^备注：他的昵称来源于他对于铁的痴狂，能造各种东西。
qstr_Name:_Aurelius.|名字：奥勒留。
qstr_Occupation:_This_phy|职业：这名医生已为你所用。
qstr_Occupation:_Physicia|职业：医生^起始费用：250^每周开销：15^备注：能够治疗轻伤。
qstr_Name:_Morgan.|名字：摩根。
qstr_Name:_Alexander.|名字：亚历山大。
qstr_Occupation:_Physician|职业：医生^起始费用：350^每周开销：30^备注：受过优良训练的外科医生，能够治疗轻伤和重伤。
qstr_Name:_Aillil.|名字：阿希尔。
qstr_Occupation:_Physician^|职业：医生^起始费用：250^每周开销：30^备注：能够治疗轻伤。
qstr_Name:_Wamba.|名字：万巴。
qstr_Occupation:_This_coo|职业：这名厨师已为你所用。
qstr_Occupation:_Cook^Ini|职业：厨师^起始费用：350^每周开销：30^备注：为你和你的人准备宴席。
qstr_The_{s1}_and_the_{s2}|{s1}和{s2}结盟了。
qstr_The_{s15}_complies_wi|{s15}藉由攻打{s16}确保了新的联盟关系。
qstr_Player_bonus_for_dec|玩家斩首奖励：{reg1}
qstr_Ruthless|凶狠
qstr_Vile|卑鄙
qstr_Notorious|恶名昭彰
qstr_Unkind|可恶
qstr_Unknown|未知
qstr_Kind|善良
qstr_Admirable|令人敬佩
qstr_Heroic|英勇
qstr_Inventory|物品栏
qstr_Show_stats|显示状态。
qstr_Show_item_details__|是否显示物品详细介绍。
qstr_Troop_detail|兵种详细
qstr_{s1}^|{s1}^
qstr_{s1}Level:_{reg1}^|{s1}等级：{reg1}^
qstr_{s1}Hit_Points:_{reg|{s1}生命值：{reg1}
qstr_{s1}Atributes:_^___S|{s1}属性：^力量：^
qstr_{s2}^{reg1}^|{s2}^{reg1}^
qstr_{s1}___Agility:|{s1} 敏捷：
qstr_{s2}{reg1}|{s2}{reg1}
qstr_{s1}Main_skills:_^|{s1}主要技能：^
qstr_{s1}___Power_Strike:|{s1} 强击：^
qstr_{s2}{reg1}^|{s2}{reg1}^
qstr_{s1}___Athletics:^|{s1} 体能：^
qstr_{s1}___Riding:^|{s1} 骑术：^
qstr_{s2}_^|{s2}-^
qstr_{s1}___Power_Throw:^|{s1} 强掷：^
qstr_{s1}___Power_Draw:^^|{s1} 强弓：^^
qstr_{s2}{reg1}^^|{s2}{reg1}^^
qstr_{s2}_^^|{s2}-^^
qstr_{s1}Weapons:^|{s1}武器：^
qstr_{s1}___One_Handed:^|{s1} 单手：^
qstr_{s1}___Two_Handed:^|{s1} 双手：^
qstr_{s1}___Polearms:^|{s1} 长杆：^
qstr_{s1}___Archery:^|{s1} 箭术：^
qstr_{s1}___Crossbow:^|{s1} 弩：^
qstr_{s1}___Throwing:^|{s1} 投掷：^
qstr_{s1}___Slings:|{s1} 弹弓：
qstr_{s2}_|{s2}-
qstr__Click_on_the_troop_|(点击士兵使他旋转)^^点击一块装备^(头盔，装甲，手套和靴子)^来脱除该物品。
qstr_Landing_near_{s2}|在{s2} 附近登录。
qstr_{s0}^>_{s1}__{s2}__{|{s0}^> {s1} ，'{s2}' ，{s3} ，{s4}
qstr_You_have_lost_the_tr|因为着陆时没有带上商人，所以你失去了他们。
qstr_You_have_lost_the_tra|因为着陆时没有带上商人，所以你失去了他们。
qstr_SHIP_{reg8}_ERROR:_g|SHIP {reg8} ERROR: gtbws not the same!{***}
qstr_You_are_an_elder._Yo|你是一位长者，可能不如往日那般敏捷有力，但毫无疑问，你的智慧高深莫测。
qstr_You_are_an_adult._Yo|你已经成年了。在这个年纪，你既强健有力，又颇有阅历。
qstr_You_are_a_youth._You|你还是青春年少。你有着取之不尽的精力，渴望改变周围的环境。
qstr_According_to_Galen_s|根据伽林对古人性格的描述，你的性格是：
qstr_Phlegmatic._Its_elem|冷静。它的元素为水，表现为希波克拉底体液说中的粘液。它出现于带有自信心，有同情心，自我满足，可靠，害羞，细心，和坚强特质的人身上。这些人也难以改变，漠视他人，放松，矜持。
qstr_Melancholic._Its_ele|谨慎。它的元素为土，表现为希波克拉底体液说中的黑胆汁。它出现于带有内向，敏感，直觉，有创造力，追求完美，耐心，爱心和宽容特质的人身上。这些人也笨拙，痴迷，沮丧和容易不满。
qstr_Choleric._Its_elemen|易怒。它的元素是火，表现为希波克拉底体液说中的黄胆汁。它出现于带有说服力，以自我为中心，外向的，独立的，有魅力的和野心勃勃的人身上。这些人也执着，浮躁，脾气暴躁，不安和易怒。
qstr_Sanguine._Its_elemen|嗜血的。它的元素为气，表现为希波克拉底体液说中的血液。它出现于乐观，富有想象力，有艺术细胞，性格开朗，善于交际，理性和享乐特质的人身上。这些人也都是健忘的，冲动的和不可预知的。
qstr_{s1}^^{s2}_{s3}|{s1}^^{s2} {s3}
qstr_According_the_four_c|根据在古典作品认可的四项基本美德，你最常表现为：
qstr_Wisdom._Also_called_|聪慧。也被叫做谨慎，它根据所在形势最佳的解决方式来支配行动。明智意味着能提前预知行动所产生的后果。
qstr_Fortitude._Also_call|坚强。也被叫做勇气，它确保在追求目标过程中能始终如一，永不言弃。坚强是一种基于信念，不管产生的后果如何的决定的力量。
qstr_Temperance._Also_cal|克制。也被叫做自控，它抗拒诱惑的吸引来保持对身体的支配。克制是节制和控制对欲望和激情的追求。
qstr_Justice._It_symboliz|正直。它代表着对法律的尊重和惩恶扬善。
qstr_{s1}^^{s2}._{s3}|{s1}^^{s2} ，{s3}
qstr_You_are_a_foreigner.|你是个外国人。
qstr_You_come_from_far_aw|你来自遥远的地方，为了了解北欧而冒险，这里充斥着一个个分散而饱受被维京海盗骚扰的小王国。
qstr_You_are_Scoto_Pict|你是苏格兰-皮克特人。
qstr_a_descendant_of_an_a|一支古老而起源不明的民族的后裔，定居于不列颠北部，与戈伊德尔入侵者混合了。
qstr_You_are_Briton|你是布立吞人。
qstr_a_member_of_the_Celt|这是居住于罗马入侵前的不列颠的凯尔特人的一支种族。
qstr_You_are_Goidel|你是戈伊德尔人。
qstr_a_member_of_Celtic_p|居住在爱尔兰岛的凯尔特人中的一支种族，被罗马人称作海伯利亚。
qstr_You_are_Frisian.|你是弗里斯人。
qstr_You_come_from_the_di|你来自欧洲北部边缘沿海的弗里斯。
qstr_You_are_a_Norseman|你是诺尔斯人，
qstr_a_member_of_the_paga|你是个原生于侵扰欧洲海岸的斯堪的纳维亚人的异教徒。
qstr_You_are_Anglo_Saxon|你是盎格鲁-撒克逊人。
qstr_a_descendant_of_a_Ge|这是在古代住在易北河河口里斯威克的日耳曼人的后裔，你的族人已经占领不列颠接近四百年。
qstr_an_impoverished_nobl|一个没落的贵族
qstr_You_came_into_this_w|家中只剩下了一幢房子还矗立着，记录着已经散去的往日荣光。不过，即使生活困苦，家里依然给予你很好的教育，并从孩童时期就对你进行严格的行为举止方面的训练。
qstr_a_travelling_merchan|一个旅行商人
qstr_You_were_always_movi|你父亲是一位旅行商人，为了追寻利益，他经常从一个地方到另一个地方四处奔走。即使你的父母比常人富有，并且尽他们所能给予你最好的教育，在旅行中，你还是会时常与别人买卖一些小玩意，并交上一些朋友。
qstr_a_craftsman|一个工匠
qstr_Your_father_s_abilit|你父亲高超的技术时常能做出一些被市民赞扬的有用和美观的物品，你习惯了较舒适或近乎奢侈的生活——你掌控了锤子和槌。
qstr_a_priest|一个牧师
qstr_You_were_placed_in_t|你在婴儿时就被遗弃在一个修道院。虽然神父们不是你的亲生父母，但他们给予你无穷的关爱，你母亲有时会来看你，但你从未听过你父亲的消息，你过的生活要比大多数人更轻松，你总是喜欢辛苦工作一天后在餐桌上享受一大盘美食。
qstr_a_peasant|一个农民
qstr_You_were_born_into_a|你出生在被旁边领主统治的小村庄。虽然你的童年很快乐，但你只有很少的时间玩耍。从你能走路的时候，你就得干活，用你冻僵的手指收获卷心菜。
qstr_an_outlaw|一个不法之徒
qstr_Your_education_was_r|你接受不正式的教育，住在沿路废弃的小屋内。你要去乞讨，直到你能成为扒口袋的盗贼。有些人可能会说你的童年是一个悲剧，但没有人像你一样了解阴暗的小巷和城市的秘密。
qstr_{s1}^^You_were_born_|{s1}^^你出生在{s2} 家庭。{s3}
qstr_Your_family_baptised|你的家庭让你接受了基督教的洗礼，
qstr_and_you_were_fascina|而你也对来访村庄的牧师所讲述的故事非常著迷。自此以后，你保持着对这一宗教的信仰。基督教建立在圣经、对耶稣的宣誓以及他门徒的教诲的基础上。
qstr_Your_family_believed|你的家庭信奉北欧诸神。
qstr_You_soaked_up_all_of|你沉浸在人们围坐于篝火旁所讲述的古老传说中。你成为了一名忠于旧神的忠实信徒。在你的宗教里，众神各司其职：奥丁，诸神之主；索尔，天空与雷电之神；芙蕾雅，司爱与美的女神；以及其他各种各样主宰着世间不同事务的神祇。
qstr_a_page_at_a_nobleman|一个贵族家庭的一员
qstr_You_were_chosen_to_b|你被送到本地一个最富有的贵族家庭中寄养，因此也有了一席之地。在伺候家主和夫人的过程中，你学会了第一堂名为“谦卑”的课程。作为补偿，你的生活中也有各种各样的娱乐活动：对弈、闲谈、以及来访的吟游诗人们对伟大功绩或高尚爱情的诗赞。你被迅速地卷入到成人世界的冲突和竞争中。你也从其他孩子的野蛮游戏中，在他们以木棒代剑的对打中，学会了阁下们的使剑技巧，这一点对于今天的你来说可谓至关重要。
qstr_a_craftsman_s_appren|一名工匠学徒
qstr_Your_parents_sent_yo|你的父母将你送去学习一门手艺。在你的新师父手下学习与工作几年之后，他决定先把你提升为熟练工人，最后再升为正式工匠，只要你愿意留在他身边。你对于工具和制作的手艺日渐熟习。
qstr_a_shop_assistant|一名商行帮工
qstr_In_the_employ_of_a_s|在商行店主的手下，你学会了如何吸引人们的兴趣以及用言辞说服他们。在随着商队辗转各地进行贸易的历练中，你了解了处处不同的人情风俗，并知道如何才能表现得大方得体。
qstr_a_street_urchin|一名街头顽童
qstr_You_ended_up_in_the_|你终日在街上厮混，尽己所能以求生存。以乞讨和偷窃糊口，在这个暴力的世界里每天苟且求生，总是离犯法和监牢只有一步之遥。
qstr_a_farmer_child|一名农场少年
qstr_You_put_your_strong_|你花光力气来帮助干农活，对这片土地以及放牧的牲畜了如指掌。某些年头你能够坐享丰收，但某些年头你只能饿着肚子。你逐渐适应了各种艰苦的条件，变得从容不迫。
qstr_{s1}^^You_spent_your|{s1}^^你将自己的青春花在了作为{s2}身上。{s3}
qstr_Formerly_being_a_sla|先前，作为一名奴隶，
qstr_your_adult_life_was_|你成年后的生活充满了悲惨。因为被迫为你的主人承担所有粗重肮脏的活计，你的皮肤非常粗糙，你变得敏捷而强壮。有时你的主人不给你任何食物，因此你不得不学会如何在野外搜寻果腹的东西。你的世界狭窄而枯燥，日复一日，与此同时日晒雨淋又在无尽的工作中惩罚着你的身躯。日出日落，你总是腰酸背痛，唯一的奖赏就是能够看见第二天的阳光，尽管你有些同伴就没那么走运了。当你有空闲时——这种情况少之又少——你会练习用一个简陋的投石索练习投石，你能够准确击中数步之外的目标，伴着一下让人享受的爆裂声。
qstr_Formerly_you_were_a_|先前，你是一名牧师。
qstr_When_you_were_not_wo|当你不需要在修道院里工作或学习时，你游遍了这片属于上帝的领土。所有听过你布道的人都会因为你的热情而留下深刻印象。尽管你在那些流离不定的岁月里坚守着清贫的誓言，你从不缺衣少食，因为善良的农民们总会为上帝的代言人提供最好的招待。时不时地，村民们会来到修道院购买你制作的那些特殊的工艺品。^^疗伤是你的另一项技能。你的医术治好了许多伤者的骨折，并让许多灵魂暂时留在自己的身躯里，而不是提早重投上帝的怀抱。你从未在修道院的高墙大院外感到恐惧，因为你满怀信仰。你唯一的装备只有一杆手杖，这是圣职人员的象征，也是你的慰藉。
qstr_Formerly_you_were_a_t|先前，你是一名旅行者。
qstr_Responding_to_the_ca|你在旅程的召唤下，游历过一个又一个村庄，交易所有你能找到的商品。这并不是一种富裕的生活，但你成为了商业的精英，即使对手是一名抠门的老处女，你也能争取到最好的价钱。不久之后，你将建立起自己的商业帝国。
qstr_Formerly_you_were_a_p|先前，你是一名偷猎者。
qstr_Unsatisfied_with_com|处于每一个普通人对于财富的欲望，你选择在当地领主的森林里进行偷猎，并成为了他们悬赏通缉的目标。你在黑市里交易猎到的野鹿、野猪和野鹅。严冬时节，你在护林人的鼻子底下伐木，并将木柴送到每一户冻僵了的家庭里。当你拿自己的尊严来换取一些难得的银子时，你发现这并非一件难事。当艰难的日子来临时，你只好在野地里寻找可食用的植物，并成为了这方面的专家。
qstr_Formerly_you_were_a_f|先前，你是一名自由的{reg59?女人:男人} ，而且拥有一些田产。
qstr_{reg59?Being_wife_to|{reg59?作为一名自由人的妻子，意味着你比那些仆人的妻子更加轻松，因为你不需要事事亲力亲为。你拥有一些可以为你负担粗重劳动的仆人，但鉴于你的丈夫并非地方豪绅，你还是得干一些农妇的活儿。你的丈夫必须向他的领主缴纳地租以及提供劳力，这是他作为地主的代价。当领主需要领兵作战时，你的丈夫必须作为一名步兵参战，这时他在残酷的战场上唯一可以信赖的只有自己的长矛与盾牌。他经常教你如何正确地使用那些武器，一旦他有事离家，你必须学会自卫。:这意味着你比那些仆人的生活轻松一些，因为你不必事事亲力亲为。你拥有一些可以为你负担粗重劳动的仆人，但鉴于你并非地方豪绅，你还是得干一些农夫的活儿。你必须向你的领主缴纳地租以及提供劳力，这是你作为地主的代价。当领主需要领兵作战时，你必须作为一名步兵参战，这时你在残酷的战场上唯一可以信赖的只有自己的长矛与盾牌。}
qstr_{s1}^^Through_persis|{s1}^^通过坚持和一点点运气，你学会了如何讨好当地的一位领主，最后，他建议你去见国王，他可以授予你封地。现在，你必须证明自己是值得信赖的。
qstr_{s1}^^Then_you_happe|{s1}^^然后，你碰巧获得了年轻领主的爱慕。他无视传统和力排众议，娶了你。但此后不久，他在一场比赛中受到致命伤。领主没有一个活着的叔叔，兄弟，或儿子。因此，你接管了他的领地，现在你必须建立你的统治。
qstr_{s1}^^Through_persist|{s1}^^通过坚持和一点点运气，你学会了如何讨好当地的领主们，一连串事件导致这个国家没有国王，你王位是候选人之一，领主们建议你和竞争者妥协，共享王位。但那个共享者暴病而亡，你成为唯一的统治者。不是每个人都乐于见到这个事变，邻国已经注意到你们的明显弱点。现在你必须建立你的统治。
qstr_{s1}^^Then_you_happen|{s1}^^然后，你碰巧获得了年轻国王的爱慕。他无视传统和力排众议，娶了你。但此后不久，他在一场比赛中受到致命伤。国王没有一个活着的叔叔，兄弟，或儿子。邻国已经注意到你的王国的明显弱点。现在你必须建立你的统治。
qstr_>_Viking_Conquest_Ma|> 维京征服模式
qstr_A_storyline_campaign|一个完整的主线故事和其他特别的内容。
qstr_>_Sandbox_Campaign|> 沙盒模式
qstr_No_main_story_or_spe|没有主线故事或特别的内容。你可以自由进行游戏。
qstr_>_Lordly_Sandbox_Cam|> 领主沙盒模式
qstr_You_start_as_a_lord_|你选择作为一领主开始游戏
qstr_>_Royal_Sandbox_Camp|> 国王沙盒模式
qstr_You_start_as_leader_|你选择作为某一势力的统治者开始游戏。国王万岁！
qstr_STAMINA_>_Realism_Fe|耐力> 现实特色功能。
qstr_This_feature_affects|这一特色功能会影响到玩家及所有的游戏角色。^耐力值取决于你的血量和运动技能，并影响着战斗中的防御能力。一旦角色的耐力耗尽，他或她将无法奔跑，而且武器的伤害减半。
qstr_ARMOR_PENALTY_>_Real|重甲惩罚> 真实性特色功能
qstr_This_feature_affects_|这一特色功能会影响到玩家及所有的游戏角色。^当你装备重型护甲时，你的技能点将会降低。这个设定会使游戏更加平衡，因为轻甲兵种将变得更加重要。
qstr_EASY_RECRUITMENT_>_B|简单招募> 初学者选项。
qstr_When_you_ask_permiss|当你请求获得在村庄募兵的资格时，总能够成功而没有代价。不推荐喜爱角色扮演和代入感的玩家选用。
