str_yes|是
str_courtship_comment_moralist_generic|看起来是个好人
str_feast_description|缺乏的
str_feast_description_2|不足的
str_feast_description_3|刚刚够的
str_feast_description_4|足够的
str_feast_description_5|充足的
str_feast_description_6|奢侈的
str_feast_lengthy_description_1|你提供的食物还不够你的客人和他们的随从吃的，这迫使他们到附近的乡镇以极其高昂的价格采购食物。大家都认为你没有尽到主人的职责，这同时降低了他们对你的信任和你的整个名声。
str_feast_lengthy_description_2|你提供的饮食最终耗尽了，这迫使一部分客人从过往小贩那里购买食物，或者早早的把一部分他们的随从打发回家。他们好心地把这短缺归咎于糟糕的计划而不是你的吝啬，但不管怎么说，这对你的名声不好。
str_feast_lengthy_description_3|你提供的饮食足够你那些贵族朋友们享用，虽然他们随从中的一部分平民不得不空手而归。你正在建立起一个至少清楚自己社会职责的贵族的形象。
str_feast_lengthy_description_4|你提供了足够的饮食，而且品种丰富，这建立起了你的信誉。美食，佳酿，还有席间的欢笑都让你的宾客们开始放松下来，他们开始毫无顾忌的谈论国事，并且对你信任有加。
str_feast_lengthy_description_5|你提供了足够你的贵族客人和他们随从享用的饮食，剩下的食物都被分给了穷人。你的客人们对你的慷慨，还有你对自己社会地位所应当承担的责任如此明了而赞不绝口。饮宴之间，谈话渐入佳境，气氛愉悦，拉近了你与所有在座宾客之间的距离。
str_feast_lengthy_description_6|在接下来的几个月中，你宴会的规模都将会是整个王国的话题，而且这将会成为以后所有宴会的标准。你不仅让你的贵族客人和他们的随从们吃饱喝足，连聚集在门口的穷人都吃了个饱。
str_credits_1|骑马与砍杀：战团版权所有2008-2010Taleworlds Entertainment^^骑马与砍杀：维京征服版权所有2014Brytenwalda S.L.
str_credits_2|Brytenwalda^^游戏设计:^Alberto Fuentevilla^Matthias Grohmann^Michael 'Motomataru' Richter
str_credits_3|编程：^Alberto Fuentevilla^Matthias Grohmann^Michael 'Motomataru' Richter^Slawomir Libura^^技术支持：Cem Cimenbicer and his team at Taleworlds^^Special thanks for the Battle GUI: Alexander Souslov at Snowbird Studios
str_credits_4|场景：Asbjorn Lindegaard Moller^Models: Cesar Inarrea and Leyre Ramirez^2D Art: Marco Aurelio Balbas^Textures: Miguel Egana Silva and Sebastian Wunnicke^Shaders: Marc Natta^Animations: Slawomir Libura^Graphics Support: Serdar Kocdemir and his team at Taleworlds
str_credits_5|Concept Artist:^Marco Aurelio Balbas
str_credits_6|Writing:^Alberto Fuentevilla
str_credits_7|音乐：^Marcus Bressler - Viking Raid^CrystalMoors - Antiqvam Exqvirite Matrem ，Nabia Orebia ，The Unconquered Land^Juha-Matti Koppelomaki - Viking War Horns^Symphony of Specters - Day of War^Mike Sea - Go Vikes.^KlepatoDesign - The Ancients.^Darius Sobolewski - Nordic Orchestra^Logan Epic Canto - Celtic Spirit^Allegro120- Celtic^Cinemonia - Celtic Legend^^Tim Donovan - Solemn Funeral Pyre, Fallen Warrior^MrHumble - Ballad of a Hero.^^External support:^Yughues Nobiax^Stephen Pollington.
str_credits_8|测试人员：^CaptainLust^Juju70^Hunta^Ragnarson^Takeda Shingen^YourStepDad^Nijis^Krisvk^Dowdpride^Arch3r^Kazzan^Rurin^Fredelios^^Special thanks to Juju70for proofreading^^Very special thanks to the players and betatesters of the original Brytenwalda module for many years of valuable feedback ，only a fraction of which we had time to implement.
str_credits_10|市场营销：^Miguel Egana Silva at KreativLandschaft^^Special thanks to our live action video participants:^Daniel Renger; Martin Unglert; Josef Becker; Jan JaegersMarkus Beck; Jurgen Bonisch; Chris Czichowsky; Florian Dosch; Michael Exner; Fryzel Hans-Jurgen; Alexandra Gorner; Alexander Gorner; Franz Hauser; Jenna Klein; Claudia Klingner; Marcus Langer; Hans Lendorf; Markus Mickel; Patrick Mouka; Corinna Oppitz; Sibylle Oppitz; Bernd Rohde; Volker Schlott; Benjamin Schuler; Michael Schuler; Rebekka Schuler; Julia Schuster; Alexander Seufert; Susan Sumer; Johannes Werth; Bernd Wolfsteiner; Sabine Wudy; Sebastian Wudy; Stefan Wudy^^Location: Geschichtspark Barnau
str_credits_11|Taleworlds Project Support:^Cem Cimenbicer^Frank Elliott^Vishnu Vijayakumar
str_credits_12|Logotype:^Jason Brown^^Cover Art:^Piotr Fox Wysocki^^Layout:^Christian Sabe^Melina Grundel^^Poster:^Piotr Fox Wysocki^^Concept Art:^Ganbat Badamkhand^^Manual Editing:^Digital Wordsmithing: Ryan Newman ，Nick Stewart^^Web:^Martin Ericsson^^Marketing Assets:^2Coats^^Localization:^S&H Entertainment Localization
str_credits_9|Taleworlds Entertainment^^Original Game Design:^Armagan Yavuz^Steve Negus^Cem Cimenbicer^^Programming:^Armagan Yavuz^Cem Cimenbicer^Serdar Kocdemir^Ozan Gumus^^CG Artists:^Ozgur Saral^Mustafa Ozturk^Pinar Cekic^Ozan Unlu^Yigit Savtur^Umit Singil^^Concept Artist:^Ganbat Badamkhand^^Writing:^Steve Negus^Armagan Yavuz^Ryan A. Span^^Original Music:^Jesse Hopkins^^Voice Talent:^Tassilo Egloffstein^^^^This game has been supported by The Scientific and Technological Research Council of Turkey.^^Tutorial written by:^Steve Negus^Armagan Yavuz^Edward Spoerl^^Horse Motion Capture Animation Supplied by:^Richard Widgery & Kinetic Impulse^^Physics:^Havok^^Sound and Music Program Library:^FMODex Sound System by Firelight Technologies^^Skybox Textures:^Jay Weston^^
str_multi_scene_1|撒克逊村庄
str_multi_scene_2|丁泰格尔
str_multi_scene_3|泰罗丘
str_multi_scene_4|哈德良长城
str_multi_scene_5|Ad Candida Casam
str_multi_scene_6|山顶村庄
str_multi_scene_7|阿尔特堡
str_multi_scene_8|奥莱格堡
str_multi_scene_9|拜克堡
str_multi_scene_10|罗马要塞
str_multi_scene_11|进入树林
str_multi_scene_12|岛上民居
str_multi_scene_13|撒克逊河畔要塞
str_multi_scene_14|海员
str_multi_scene_15|撒克逊决斗场
str_multi_scene_16|美纽要塞
str_multi_scene_17|Abbercurnig
str_multi_scene_18|藏身处
str_multi_scene_19|巨石阵
str_multi_scene_inv_1|哈德良长城
str_multi_scene_inv_2|阿尔特堡
str_multi_scene_inv_3|拜克堡
str_multi_scene_inv_4|美纽要塞
str_multi_scene_inv_5|巨石阵
str_multi_scene_20|随机平原
str_multi_scene_21|随机森林
str_multi_scene_22|随机雪地
str_multi_sea_1|平静海面
str_multi_sea_2|海上风暴
str_multi_coast_1|港口突袭
str_multi_coast_2|港口突袭（暴风雨）
str_multi_scene_end|多人场景结束
str_multi_game_type_1|混战模式
str_multi_game_type_2|组队混战
str_multi_game_type_3|战场模式
str_multi_game_type_4|攻城
str_multi_game_type_5|决斗
str_multi_game_type_6|军阀对决
str_multi_game_type_7|海战
str_multi_game_type_8|索尔的冠军
str_multi_game_type_9|维京入侵
str_multi_game_type_10|突袭
str_multi_game_types_end|多人游戏类型结束
str_multi_game_type_desc_1|^各自为战！^^击杀对手赢得金钱和荣誉！^^
str_multi_game_type_desc_2|^两支队伍，无限重生。^^击杀敌方，为你的阵营赢得金钱和点数。^^
str_multi_game_type_desc_3|^两支队伍，没有重生。^^你必须在击杀敌方的同时确保你和你的队友都能存活下来。
str_multi_game_type_desc_4|^护旗：一方在限定的时间内抵挡敌军的冲击，保护他们的旗帜。防守方的重生速度减慢。^
str_multi_game_type_desc_5|^捉迷藏。^^自我介绍。^^你死我亡。^
str_multi_game_type_desc_6|^这个战斗模式允许玩家们组建AI队伍以击败对手。^^^
str_multi_game_type_desc_7|^这是海上战斗模式！^^你只有通过击杀索尔的冠军或者击杀其他玩家来赢得点数，才能最终获得冠军的荣誉！^^^
str_multi_game_type_desc_8|^找到并杀死冠军来获得索尔之神的垂青！^^^^^
str_multi_game_type_desc_9|^这种战场模式允许玩家招募并带领AI队伍。^^^
str_multi_game_type_descs_end|^^^特殊技能^^-旗帜：提升附近队友的士气10%^^-牧师：为附近的队友疗伤^^-号角（攻击键）：治疗并鼓舞一定范围内的队友^^-狂暴（按键B）：暂时提高战斗能力^^-嘲讽（RMB+按键Q）：嘲笑敌人激怒对方^^
str_poll_kick_player_s1_by_s0|{s0}发起投票踢出玩家{s1} 。
str_poll_ban_player_s1_by_s0|{s0}发起投票禁止玩家{s1}进入服务器。
str_poll_change_map_to_s1_by_s0|{s0}发起投票更换地图为{s1} 。
str_poll_change_map_to_s1_and_factions_to_s2_and_s3_by_s0|{s0}发起投票更换地图为{s1}更换国家为{s2}和{s3} 。
str_poll_change_number_of_bots_to_reg0_and_reg1_by_s0|{s0}发起投票改变虚拟人数量为{reg0}和{reg1} 。
str_poll_kick_player|有人提议投票踢出玩家{s0} ：^1为赞成，2为反对。
str_poll_ban_player|有人提议投票禁止玩家{s0}进入服务器：^1为赞成，2为反对。
str_poll_change_map|有人提议投票切换地图为{s0} ：^1为赞成，2为反对。
str_poll_change_map_with_faction|有人提议投票切换地图为{s0} ，双方势力为{s1}和{s2} ：^1为赞成，2为反对。
str_poll_change_number_of_bots|有人提议投票设定虚拟人数量为:{s0}{reg0}人，{s1}{reg1}人：^1为赞成，2为反对。
str_poll_time_left|（投票时间还剩{reg0}秒）
str_poll_result_yes|多数人通过了投票。
str_poll_result_no|多数人否决了投票。
str_total_item_cost_reg0|装备总值：{reg0}
str_server_name|服务器名：
str_game_password|进入密码：
str_map|地图：
str_game_type|游戏模式：
str_max_number_of_players|最阁下数：
str_number_of_bots_in_team_reg1|{reg1}队中虚拟人数：
str_team_reg1_faction|{reg1}队所属国家：
str_enable_valve_anti_cheat|允许Valve 反作弊（需要有效的Steam 账号）
str_allow_friendly_fire|允许远程队友伤害
str_allow_melee_friendly_fire|允许队友近战伤害
str_friendly_fire_damage_self_ratio|队友伤害到自己( % ) ：
str_friendly_fire_damage_friend_ratio|队友伤害到队友( % ) ：
str_spectator_camera|旁观者视角：
str_control_block_direction|格挡方向控制：
str_map_time_limit|地图时间限制（分钟）：
str_round_time_limit|回合时间限制（秒）：
str_players_take_control_of_a_bot_after_death|玩家死亡后切换到虚拟人：
str_team_points_limit|队伍分数限制：
str_point_gained_from_flags|夺旗奖励队伍分数（百分比）：
str_point_gained_from_capturing_flag|抢旗奖励分数：
str_respawn_period|重生间隔时间（秒）：
str_add_to_official_game_servers_list|加入官方服务器列表
