dlga_start:blocked_agent|这人看起来很忙，也许我还是继续上路的好…… 
dlga_lord_ask_to_collect_debt_2:lord_pretalk|那样的话，我以后就不会催你这件事情了。
dlga_convince_accept:close_window|我欠{s8}钱已经很长时间了，这令我很不安。感谢你愿意帮我把这些钱带给他。请把这里的{reg10} 先令给他，并代表我感谢他。请把这{reg10} 先令和我的感谢送给他。
dlga_lord_talk:lord_ask_to_make_peace|我请求你，{s64} ，是时候结束{s12}与{s13}之间的战争了。
dlga_lord_ask_to_make_peace:lord_ask_to_make_peace_2|嗯？我没听错吗，{playername} ？战争不会那么容易被冲突中的任何一方忘记，我记得很多事。我去调停这帮疯狗有什么好处？
dlga_lord_ask_to_make_peace_2:convince_begin|也许我能说服你去…… 
dlga_lord_ask_to_make_peace_2:lord_pretalk|算了，以后再谈和平吧。
dlga_convince_accept:close_window.1|你说服我了，{playername} 。非常好，接受我的祝福，并把我的和平提议给{s14} 。我不保证他们会接受，但是哪怕极小的可能他们接受了，我会支持的。
dlga_lord_talk:lord_challenge_duel_for_lady|我要你澄清对{s1}的污蔑。
dlga_lord_challenge_duel_for_lady:lord_challenge_duel_for_lady_2|什么叫污蔑？所有人都知道当她的丈夫不在的时候，她跟她的马夫们以及其他她能勾搭上的人上过床。我只不过是复述很多人都在说的话而已。
dlga_lord_challenge_duel_for_lady_2:lord_challenge_duel|你将撤回这些谎言，小子，否则给我证实一下！
dlga_lord_challenge_duel_for_lady_2:lord_pretalk|如果你这样说…… 
dlga_lord_talk:lord_challenge_courtship_rival|放弃你对{s5}的追求！
dlga_lord_challenge_courtship_rival:lord_challenge_courtship_rival_2|否则怎样？你想为了一位女士而决斗？我会让你知道— — 我们的君主不喜欢看到这种头脑发热的挑战，特别是当每个人必须团结起来对抗国外的敌人时。
dlga_lord_challenge_courtship_rival_2:lord_challenge_duel|你怕和我打吗？
dlga_lord_challenge_courtship_rival_2:lord_pretalk|我为我刚才的无礼道歉…… 
dlga_lord_talk:message_from_lover_success|我给你带来了{s3}的信。
dlga_message_from_lover_success:lord_pretalk|非常感谢，{playername} ！很高兴能收到妻子的消息。当然你也知道这要保密，为了女士的荣誉。
dlga_lord_talk:lord_message_delivered|我从{s9}那里带来了一封信。
dlga_lord_message_delivered:lord_pretalk|哦？让我看看…… 很好很好！非常感谢你把这封信带来，{playername} 。带去我的图章作为我收到信的证物，下次见到{s9}的时候代我向他致意。
dlga_lord_talk:lord_message_delivered_enemy|我从{s9}那里带来了一封信。
dlga_lord_message_delivered_enemy:close_window|哦？让我看看…… 很好很好！非常感谢你把这封信带来，{playername} 。带去我的图章作为我收到信的证物。非常感谢你。
dlga_lord_talk:lord_deliver_message_prisoner|我从{s11}那里带来了一封信。
dlga_lord_deliver_message_prisoner:lord_deliver_message_prisoner_2|这是真的吗？哦，非常感谢，{playername} ！你给我带来了希望和一丝曙光。总有一天我会报答你的。
dlga_lord_deliver_message_prisoner_2:lord_deliver_message_prisoner_2a|这点小事，不值一提，{s65} 。
dlga_lord_deliver_message_prisoner_2a:close_window|你不知道我有多感激你，{playername} 。真是千恩万谢也不够。
dlga_lord_deliver_message_prisoner_2:lord_deliver_message_prisoner_2b|不用担心，{s65} 。一旦你重获自由，你将有大量的机会。
dlga_lord_deliver_message_prisoner_2b:close_window|哈，当然，{playername} 。我将一辈子都感谢你。
dlga_lord_talk:lord_rescue_by_replace_offer|不要怕，我是来营救你的。
dlga_lord_rescue_by_replace_offer:lord_rescue_by_replace_offer_2|神啊，你是认真的吗？你打算怎么办？
dlga_lord_rescue_by_replace_offer_2:lord_rescue_by_replace_offer_3|一个很简单的花招，{s65} 。我们交换下衣服，我就代替你留在这个监狱里，而你就伪装成我逃出去。我贿赂给那些守卫很多钱，我确信他们已经到最近的酒馆买酒喝去了。运气好的话，他们一会就会醉得连亲娘的样子都看不清楚了，更别说分辨出你我。这段时间至少够你安全逃离了。
dlga_lord_rescue_by_replace_offer_3:lord_rescue_by_replace_offer_4|嗯，也许能奏效…… 但是你怎么办呢，我的{朋友/女士} ？这些守卫不会这么轻易放过你的，你自己可能会在这牢房里呆不少时日。
dlga_lord_rescue_by_replace_offer_4:lord_rescue_by_replace_offer_5a|不用担心我，{s65} 。我还挺喜欢这地方的。
dlga_lord_rescue_by_replace_offer_4:lord_rescue_by_replace_offer_5b|我一定会坚持下去的，有一笔丰厚的报酬在等着我呢。
dlga_lord_rescue_by_replace_offer_5a:lord_rescue_by_replace_offer_6|你真是一个有胆识的人。我不会忘记你的。
dlga_lord_rescue_by_replace_offer_5b:lord_rescue_by_replace_offer_6|当然，我的{朋友/女士} ，当然！当你重获自由的时候记得来找我，也许我能偿还我欠你的人情。
dlga_lord_rescue_by_replace_offer_6:close_window|快点，{s65} ，我们交换衣服吧。你早该离开这里了。
dlga_lord_talk:lord_ask_pardon_after_oath_renounced|{s66} ，我想重新效忠{s4} 。
dlga_lord_ask_pardon_after_oath_renounced:lord_pretalk|这样的大事我无法作主，{playername} 。你应该让{s4}自己决定是否宽恕你。
dlga_lord_ask_pardon_terms:lord_pretalk|如你所愿，{s65} 。我接受你的判断。
dlga_lord_ask_pardon_terms:lord_pretalk.1|真遗憾，{s65} 。真遗憾。
dlga_lord_ask_pardon_terms:lord_pretalk.2|很好，不要带着我一起去死。
dlga_lord_ask_pardon_terms:lord_ask_pardon_after_renounce_peace|嗯，我准备好了。
dlga_lord_ask_pardon_terms:lord_ask_pardon_terms_rejected|我又考虑了一下。不，我不愿意再次为你效劳了。
dlga_lord_ask_pardon_terms:lord_ask_pardon_after_renounce_peace.1|啊，我同意这些条件。
dlga_lord_ask_pardon_terms:lord_ask_pardon_terms_rejected.1|那个代价太大，{s65} 。我想我无法接受。
dlga_lord_ask_pardon_after_renounce_peace:lord_pretalk|非常好。{playername} ，尽管你曾经背离我们，我们真心为你找到正确的路而感到欣喜。借此机会，我恢复你对我的宣誓效忠。再一次作为一个光荣的{人/战士}为我效劳吧。
dlga_lord_ask_pardon_terms_rejected:close_window|那就滚出我的视线吧，叛徒！快滚，再也不要回来了！
dlga_lord_talk:lord_ask_pardon|我希望与{s4}和好。
dlga_lord_ask_pardon:lord_pretalk|真的吗？{playername} 。那就去倒在你的剑上。然后我们就能和平共处。
dlga_lord_ask_pardon:lord_pretalk.1|{playername} ，你作为一个不效命于任何人的{领主/女士} ，以你的个人名义占领土地，无根无据自封国王。在北地没有哪个国王会愿意与你保持长久的和平的。
dlga_lord_ask_pardon:lord_pretalk.2|在我有优势的时候谈和？我才不这么干。
dlga_lord_ask_pardon:lord_pretalk.3|我觉得现在和谈不符合我的利益。
dlga_lord_ask_pardon:lord_truce_offer|对…… 我已经厌倦和你打仗了。我可以提供一个停战协议，只要你遵守你的诺言并且不再侵略我的领地干扰我的行程，我们什么都可以谈…… 
dlga_lord_truce_offer:close_window|我接受。让我们停止对彼此的战争，哪怕只是暂时停止
dlga_lord_truce_offer:lord_pretalk|我再三考虑，这样的协议我不感兴趣。
dlga_lord_ask_pardon:lord_ask_pardon_2|嗯，我可以利用我的影响力去想办法赦免你，{playername} ，但是这里有很多人把你看作是敌人，你不交一些钱示意的话，他们是不会满意的。总之，我认为你与{s4}保持和平将要花费至少{reg16} 先令。
dlga_lord_ask_pardon:lord_pretalk.4|我无权给你答复。你得跟{s7}谈。
dlga_lord_ask_pardon:lord_ask_pardon_2.1|没错…… 相比你和你的走狗们来说我有更重要的事要处理。但是你对我的手下不善，你得补偿。你如果赔偿{reg16} 先令，我就宽恕你。你看如何？
dlga_lord_ask_pardon:lord_pretalk.5|对不起，我无权宽恕你。
dlga_lord_ask_pardon_2:lord_ask_pardon_tribue_accept|我这里有这么多的钱，{reg16} 先令。
dlga_lord_ask_pardon_2:lord_ask_pardon_tribue_deny|我恐怕付不起那么多。
dlga_lord_ask_pardon_tribue_accept:close_window|非常好，{playername} 。我会用这些钱来补偿那些受到你不公待遇的人，并且声明你不再是{s4}的敌人。
dlga_lord_ask_pardon_tribue_accept:close_window.1|非常好，{playername} 。我会用这些钱来摆平那些反对宽恕你的人。而且很快，你再也不是{s4}的敌人的消息会传遍所有地方。
dlga_lord_ask_pardon_tribue_deny:lord_pretalk|那么我也没有办法可以帮你了，{playername} 。没有钱就没有宽恕。
dlga_lord_talk:lord_active_mission_1|关于你交给我的任务…… 
dlga_lord_talk:lord_switch_to_spouse|我们来谈谈我们的内务。
dlga_lord_switch_to_spouse:lord_pretalk|我们还是等到有一座城堡再说把，我的妻子，在野外处理内务储备等等事务太难了。
dlga_lord_switch_to_spouse:spouse_talk|没问题，我的妻子。
dlga_lord_talk:lord_get_it|为了表达我的善意，我请你品尝这稀有的美酒。
dlga_lord_get_it:lord_pretalk|哦，上帝呀，非常感谢你，{playername} 。你是一位有名的品酒专家，所有北境的人都知道！
dlga_lord_talk:lord_request_help|你能帮我改善与{s33}的关系吗？
dlga_lord_request_help:lord_request_help1|你想到什么？
dlga_lord_request_help1:lord_pretalk|没什么。恐怕目前我的经济情况不允许这样做。
dlga_lord_request_help1:lord_request_help2|我会给你500 先令，以此改善我与当地重要人物的关系。
dlga_lord_request_help1:lord_request_help2.1|我会给你1000 先令，以此改善我与当地重要人物的关系。
dlga_lord_request_help1:lord_pretalk.1|算了吧。
dlga_lord_request_help3:lord_pretalk|谢谢你，我很感激你的帮助。
dlga_lord_request_help3:lord_pretalk.1|实际上，我并不在乎这些人的想法。
dlga_lord_talk:lord_request_mission_ask|你有什么任务可以交给我做吗？
dlga_lord_talk:combined_political_quests|我们能否合作在这个国家扬名立万呢？
dlga_combined_political_quests:lord_pretalk|我想象不出你和我有任何的共同利益。
dlga_combined_political_quests:lord_pretalk.1|嗯…… 也许我们以后可以在更私密的地方商讨这个问题。
dlga_combined_political_quests:lord_pretalk.2|嗯…… 我确实有些想法，不过这需要你摆脱争议。你如果能静待一段时间，不要跟本国其他领主发生争执，我们或许能作进一步打算。
dlga_lord_talk:lord_ask_resign_marshalship|我想辞去元帅职务
dlga_lord_ask_resign_marshalship:lord_pretalk|那好吧。我得另外找个人选。
dlga_lord_talk:lord_ask_enter_service|{s66} ，我来是想成为你手下的封臣！
dlga_lord_talk:lord_ask_enter_service.1|{s66} ，我想发誓向你效忠，并为了你的荣誉而战。
dlga_lord_talk:lord_ask_leave_service|{s66} ，我想解除我对你发的誓言。
dlga_lord_talk:lord_give_troops|我想要留一些兵给你。
dlga_lord_give_troops:lord_pretalk|好的，我正需要一些优秀士兵的，谢谢。
dlga_lord_talk:lord_give_order_ask|我有一个新的任务要交给你。
dlga_lord_talk:lord_give_suggestion_ask|我能建议一套方案么？
dlga_lord_give_order_ask:lord_give_order|什么？
dlga_lord_give_suggestion_ask:lord_give_order|我将乐于服从你的领导，{阁下/殿下} 。如果你无论如何都要坚持指挥一场大规模战役，你也许还得宣布你自己为元帅，这样就不会引起误解。
dlga_lord_give_suggestion_ask:lord_pretalk|不好意思。我还不了解你，所以不能接受你的建议。
dlga_lord_give_suggestion_ask:lord_give_order.1|什么事？
dlga_lord_give_order:lord_give_order_answer|跟着我。
dlga_lord_give_order:lord_give_order_answer.1|你愿意跟着我吗？我有个计划…… 
dlga_lord_give_order:lord_give_order_details_ask|去…… 
dlga_lord_give_order:lord_give_order_details_ask.1|掠夺…… 
dlga_lord_give_order:lord_give_order_details_ask.2|侦察…… 
dlga_lord_give_order:lord_give_order_assault|我们可以一起拿下{s11} 。你应该马上进攻…… 
dlga_lord_give_order:lord_give_order_details_ask.3|我们遭到攻击，我们有能力击退敌人。你应赶往…… 
dlga_lord_give_order:lord_give_order_details_ask.4|我们遭到攻击，我们有能力击退敌人。集结你的部队并进军…… 
dlga_lord_give_order_assault:lord_pretalk|这次攻城由{s4}指挥。我建议你去和{reg4?她:他}谈。
dlga_lord_give_order_assault:lord_pretalk.1|我们的准备还不充分。还需要{s11}
dlga_lord_give_order_assault:close_window|很好— — 攻打城墙！
dlga_lord_give_order:lord_give_order_details_ask.5|有一座城堡能够被轻易夺取，去…… 
dlga_lord_give_order:lord_give_order_details_ask.6|敌人来势凶猛。我们逃向…… 
dlga_lord_give_order:lord_give_order_stop|我暂时不需要你。你可以去做任何你想做的事情。
dlga_lord_give_order:lord_give_order_stop.1|你可以不用陪着我了。
dlga_lord_give_order:lord_pretalk|没事。
dlga_lord_give_order_details_ask:lord_pretalk|在连敌人影子都没有见到的情况下，就夹着尾巴逃跑绝对不是我的作风。
dlga_lord_give_order_details_ask:lord_pretalk.1|你让我去城堡外面拼命而其他人却站在一旁看？我才不那么做呢。
dlga_lord_give_order_details_ask:lord_give_order_details|哪里？
dlga_lord_give_order_details:lord_pretalk|没事。
dlga_lord_give_order_stop:lord_pretalk|好的。我会在这里等待。
dlga_lord_give_order_answer:lord_give_order|这恐怕不合适吧。好像应该你跟着我才对。你还有其他主意吗？
